projects,labels,texts
JMe,negative,read one line at a time using bufferedreader
JMe,negative,there is little point saving the manager between invocations as we need to reset most of the beans anyway
JMe,negative,reload the project
JMe,negative,only do the calculation if it is needed
JMe,negative,do not change these strings they are used in jmx files to record the button settings non nls
JMe,negative,e g windows xp windows
JMe,negative,timeouts not active how much left
JMe,negative,needs to be accessible from test code only contains ldapargument entries
JMe,negative,get the jcomponent from the visualizer
JMe,negative,non nls
JMe,negative,non nls jmeter properties
JMe,negative,guipackage getinstance getmainframe showstoppingmessage name
JMe,negative,non nls
JMe,negative,minimal dimensions for dialog box
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls non nls non nls
JMe,negative,non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,check if the user wants to drop any changes
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,get the string given from the choose and check the file extension
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,bottom buttons bar
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,center position and of screen size
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,created by xstream reading templates xml
JMe,negative,n b must use linkedhashmap for field type xstream creates a plain hashmap if one uses map as the field type
JMe,negative,templates i
JMe,negative,fields
JMe,negative,field templatemanager templates non nls
JMe,negative,field template name non nls
JMe,negative,for relative links
JMe,negative,i e no disabled icon found
JMe,negative,must therefore set the enabled icon so there is at least some icon
JMe,negative,super new jmetertreenode new workbench null testelement tp new testplan inittree tp new workbench
JMe,negative,the node can be added in non gui mode at startup
JMe,negative,remove the workbench and testplan nodes
JMe,negative,insert the test plan node
JMe,negative,endwindow window
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,check for file lists specifically
JMe,negative,check for file lists specifically
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,init the tree assumes this is only called from gui mode
JMe,negative,let others know that the tree content has changed this should not be necessary but without it nodes are not shown when the user uses the close menu item
JMe,negative,non nls
JMe,negative,the default is false so we can remove the property to simplify jmx files this also allows httpdefaults to work for this checkbox
JMe,negative,non nls
JMe,negative,container endwindow jpopupmenu pop
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,get the main frame
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,close any main menu that is open
JMe,negative,updatemainmenu jmeterguicomponent getcurrentnode getuserobject createpopupmenu
JMe,negative,hold the nodes that should be removed on drop
JMe,negative,only allow a drag drop inside the current jvm
JMe,negative,if child and a parent are selected only keep the parent
JMe,negative,non nls non nls
JMe,negative,for testbean implementations only passed to file or script
JMe,negative,sort the selected tree path by row
JMe,negative,remove unneeded nodes
JMe,negative,errorlogging and successonlylogging are mutually exclusive non nls
JMe,negative,the tree accepts a jmx file
JMe,negative,a testbean is a java bean just define some properties and they will automagically show up in the gui a string property
JMe,negative,only try to format if there is a number
JMe,negative,the copy is disabled
JMe,negative,requires java non nls
JMe,negative,non nls do not match the empty category
JMe,negative,do not allow a drop on the drag source selections
JMe,negative,non nls non nls non nls non nls non nls
JMe,negative,non nls
JMe,negative,testplan and workbench are the only children of the root
JMe,negative,non nls non nls
JMe,negative,re use node association logic
JMe,negative,deal with the jmx files
JMe,negative,get drop location and mode
JMe,negative,drop mode dropmode on
JMe,negative,expand the destination node
JMe,negative,request validation non nls
JMe,negative,if icon has not been defined then use gui class property
JMe,negative,jmx file attributes non nls
JMe,negative,this is not the result of a redirect so break the chain
JMe,negative,may be null during startup
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,test sending data as utf
JMe,negative,override in order to provide type safety
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,jmx file attribute names do not change any values non nls
JMe,negative,just in case
JMe,negative,non nls
JMe,negative,close setpreferredsize d
JMe,negative,c gridx c gridy g setconstraints close c panel add close
JMe,negative,jfilechooser jfc null
JMe,negative,for use by test code only
JMe,negative,instance variables
JMe,negative,constructors
JMe,negative,non nls
JMe,negative,implementing the treecelleditor interface
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,implementing the celleditor interface
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,protected editordelegate class
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,this wo not work right if we remove components but we do not so i m not going to worry about it right now
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,datefields are not thread safe non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,help menu non nls
JMe,negative,options menu non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,dummy constructor to allo junit tests to work
JMe,negative,do nothing the current time will be returned
JMe,negative,non nls
JMe,negative,convert position in buffer to calendar type assumes that pos which is true for getcaretposition
JMe,negative,if beyond the end then set to the end
JMe,negative,jmenu reportmenu jmenuitem analyze
JMe,negative,restore position
JMe,negative,non nls
JMe,negative,list for recent files menu items
JMe,negative,lists for remote engines menu items
JMe,negative,non nls
JMe,negative,if the add menu already exists remove it
JMe,negative,insert the add menu as the first menu item in the edit menu
JMe,negative,called by mainframe seteditmenu which is called by editcommand doaction and guipackage localechanged
JMe,negative,there was a npe being thrown without the null check here jkb
JMe,negative,show the classname to the user
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,this is used by the changelanguage class to define the locale
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,also used by org apache jmeter resources packagetest
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,
JMe,negative,non nls
JMe,negative,
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,
JMe,negative,
JMe,negative,non nls
JMe,negative,
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,overrides superclass method
JMe,negative,non nls
JMe,negative,from the java look and feel guidelines if all items in a menu are disabled then disable the menu makes sense
JMe,negative,listener on model changes to maintain correct focusability
JMe,negative,add the recent files which will also add a separator that is visible when needed
JMe,negative,override action behaviour
JMe,negative,this is also used by lookandfeelcommand
JMe,negative,for testing only at present
JMe,negative,mostly delegates to model
JMe,negative,set default single model
JMe,negative,next two methods implement new api by delegation to model
JMe,negative,restore state display
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,listen for enable changes
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,convenience cast
JMe,negative,assume that the ui has not changed since the checkbos was created
JMe,negative,iterate state
JMe,negative,overrides of superclass methods
JMe,negative,fire actionevent
JMe,negative,force the events to fire
JMe,negative,send itemevent
JMe,negative,set internal state
JMe,negative,send changeevent
JMe,negative,nimbus works after a fashion with this
JMe,negative,drawcross g x y
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,create a set of default parameters from the ones initially created this allows the defaults to be overridden if necessary from the properties file
JMe,negative,non nls non nls
JMe,negative,non nls non nls non nls
JMe,negative,non nls
JMe,negative,predefined strings for makemenu these are used as menu categories in the menumap hashmap and also for resource lookup in messages properties
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,needed for all but nimbus nimbus works after a fashion with this nimbus works after a fashion with this reset
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,painticon
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,for use by test code only
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,menu add xxx controls which items are in the add menu menu parent xxx controls which items are in the insert parent menu
JMe,negative,non nls
JMe,negative,if type is unknown
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls do not try to instantiate these
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,no point instantiating class
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,allow headless testing
JMe,negative,non nls
JMe,negative,do not add it again
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,empty box non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,ca not add a workbench anywhere
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,force testfragment to only be pastable under a test plan
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,allow everything else
JMe,negative,non nls
JMe,negative,abstractthreadgroup is only allowed under a testplan
JMe,negative,includes thread group anything goes
JMe,negative,non nls
JMe,negative,samplers and controllers need not apply
JMe,negative,all other
JMe,negative,is any node an instance of one of the classes ?
JMe,negative,is any node an instance of one of the classes but not an exception ?
JMe,negative,methods used for test cases
JMe,negative,record some sizes to allow httpsampleresult getbytes with different options
JMe,negative,all table cells are editable
JMe,negative,close action dialog box when tapping escape key
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,otherwise proxy string fields may be null
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,assume success
JMe,negative,prepare dialog box
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,determine location on screen
JMe,negative,non nls
JMe,negative,must be close or save close commands
JMe,negative,text backup
JMe,negative,double click
JMe,negative,view only
JMe,negative,double pressed click
JMe,negative,in main table evt mousepressed because cell is editable
JMe,negative,add the button to the button group
JMe,negative,add the button
JMe,negative,implicit return empty toolbar if icons null
JMe,negative,get the standard toolbar properties
JMe,negative,already reported by icontoolbarbean
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,in seconds
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,in seconds
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,this setpreferredsize new dimension
JMe,negative,i e bypass the functors
JMe,negative,mainly needed for unit test serialisable tests
JMe,negative,ensure that a report is not skipped if we are slightly late in checking the time
JMe,negative,this map allows summarisers with the same name to contribute to the same totals
JMe,negative,guardedby accumulators needed to ensure consistency between this and instancecount
JMe,negative,non nls
JMe,negative,guardedby accumulators number of active tests
JMe,negative,non nls
JMe,negative,guardedby mytotals
JMe,negative,non nls
JMe,negative,name of the accumulator set up by teststarted
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,contains the items needed to collect stats for a summariser
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,copy the data to minimise the synch time
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,stop double reporting
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,only if we have updated them
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls for intermediate use output line buffer
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,rate is effectively infinite
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,e g nullpointerexception
JMe,negative,avalon only
JMe,negative,avalon only
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,rounded seconds no point displaying decimals less than error decimal would be zero
JMe,negative,non nls
JMe,negative,fractional seconds this will round
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,we  re not done yet
JMe,negative,non nls
JMe,negative,boolean autoscale true
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,setup drawing area
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,draw grid
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,draw axis
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,draw data lines
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,constructor is initially called once for each occurrence in the test plan for gui several more instances are created then clear is called at start of test called several times during test startup the name will not necessarily have been set at this point
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,e g in non gui mode
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,this string is used to identify local test runs so must not be a valid host name non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,static variables
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,lock used to guard static mutable variables
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,guardedby lock
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,guardedby lock
JMe,negative,non nls
JMe,negative,instance variables guarded by volatile
JMe,negative,non nls
JMe,negative,unfortunately abstracttestelement does not call super clone
JMe,negative,successonly and erroronly cannot both be set
JMe,negative,no need for the hook now
JMe,negative,only add the hook once
JMe,negative,methods
JMe,negative,no point reading the file if there is no visualiser
JMe,negative,probably avalon format
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,only for use by csvsaveservice
JMe,negative,guardedby lock
JMe,negative,guardedby lock
JMe,negative,we are processing xml assume xstream
JMe,negative,ensure that the sample save config is not shared between copied nodes n b clone only seems to be used for client server tests
JMe,negative,find the name of the directory containing the file and create it if there is one
JMe,negative,todo charset ? get the first line and see if it is xml
JMe,negative,ca not do it as a static initialisation because saveservice is being constructed when this is called
JMe,negative,write the eol separately so we generate lf line ends on unix and windows non nls
JMe,negative,added in version non nls
JMe,negative,returns false if directory already exists so need to check again
JMe,negative,else if might have been created by another process so not a problem
JMe,negative,returns false if the file did not contain the terminator
JMe,negative,found the string
JMe,negative,reads to end of line or end of file
JMe,negative,saveasxml
JMe,negative,truncate the file
JMe,negative,should throw exception back to caller
JMe,negative,used by monitorhealthvisualizer add sampleresult res
JMe,negative,jmx property names do not change
JMe,negative,did sample succeed ?
JMe,negative,jmx property names
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,expected
JMe,negative,requires javamail
JMe,negative,requires javamail
JMe,negative,notused private static final string database db non nls
JMe,negative,requires javamail
JMe,negative,only for use by csvsaveservice
JMe,negative,associate sample with file name
JMe,negative,mutable int to keep track of sample count
JMe,negative,should we save the sample ?
JMe,negative,finish processing samples
JMe,negative,needed to avoid class cast error in clear java
JMe,negative,may be the empty string
JMe,negative,client log file
JMe,negative,not currently needed by any remoteable classes anyway would probably be too expensive in terms of network traffic void testiterationstart loopiterationevent event
JMe,negative,ensure output is flushed
JMe,negative,server log file
JMe,negative,ignored
JMe,negative,holds details of which sample attributes to save the pop up dialogue for this is created by the class savepropertydialog which assumes for each field xxx methods have the signature boolean savexxx a corresponding void setxxx boolean method messages properties contains the key save xxx
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,ignored
JMe,negative,non nls
JMe,negative,ignored
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,sampler error action buttons
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,non nls
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,add maketitlepanel borderlayout north
JMe,negative,initialise values from properties
JMe,negative,save bytes read non nls
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,save url non nls
JMe,negative,defaults to continue
JMe,negative,save filename for resultsaver non nls
JMe,negative,save hostname for resultsaver non nls
JMe,negative,do not save this as it is derived from the time format
JMe,negative,prepare for a pretty date
JMe,negative,defaults from properties
JMe,negative,reversed compare allows for null
JMe,negative,do not save this as not settable via gui
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,ignored
JMe,negative,non nls
JMe,negative,non nls n b remember to update the equals and hashcode methods when adding new variables
JMe,negative,give access to initial configuration
JMe,negative,ignored
JMe,negative,ignored
JMe,negative,we know we are comparing to another samplesaveconfiguration
JMe,negative,start of standard save set access methods
JMe,negative,as per branch
JMe,negative,maintain relationship
JMe,negative,defaults to empty
JMe,negative,used by old save service
JMe,negative,used by samplesaveconfigurationconverter unmarshall
JMe,negative,static fields are set by the server when the class is constructed
JMe,negative,guardedby samplestore
JMe,negative,locate the statistical sample colector
JMe,negative,store the new statistical result collector
JMe,negative,add a new wrapper samplevent
JMe,negative,no need to log normally as we set the status non nls
JMe,negative,no need to log normally as we set the status non nls
JMe,negative,checking for and creating initial timestamp to check against
JMe,negative,synchronized samplestore
JMe,negative,the values entries may be null but there will be the correct number
JMe,negative,the hostname cannot change during a run so safe to cache it just once
JMe,negative,only for unit tests
JMe,negative,needs to be accessible from test code
JMe,negative,non nls
JMe,negative,ok
JMe,negative,not been set by any child samples
JMe,negative,the default used by link setresponsedata string string
JMe,negative,empty arrays which can be returned instead of null
JMe,negative,never return null
JMe,negative,never return null
JMe,negative,never return null
JMe,negative,never return null
JMe,negative,e g text html charset utf
JMe,negative,todo timestamp means either not yet initialised or no stamp available e g when loading a results file
JMe,negative,allow for non sample time
JMe,negative,do not return null if not set
JMe,negative,guardedby this
JMe,negative,is this really the character set ? e g iso utf
JMe,negative,allows override of sample size in case sampler does not want to store all the data
JMe,negative,allow read only access from test code
JMe,negative,how long between checks of nanotime default ms set to to disable the thread
JMe,negative,non nls
JMe,negative,make sure we start with a reasonable value
JMe,negative,allow test code to change the default usenanotime setting
JMe,negative,allow test code to change the default usenanotime and nanothreadsleep settings
JMe,negative,helper method to maintain timestamp relationships
JMe,negative,methods implemented from org xml sax contenthandler
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,throws me
JMe,negative,ok todo ? ?
JMe,negative,throws me
JMe,negative,create unique object as marker for end of queue
JMe,negative,ok ok ok ok files is created automatically and applies per instance ok
JMe,negative,ok ok ok
JMe,negative,todo ? ? ok ok
JMe,negative,n b default charset is used deliberately here
JMe,negative,n b default charset is used deliberately here
JMe,negative,handle contenttype text plain charset iso format flowed
JMe,negative,check for quoted string non nls remove quotes
JMe,negative,list of types that are known to be binary
JMe,negative,list of types that are known to be ascii although they may appear to be binary
JMe,negative,helper methods n b setstarttime must be called before setendtime setstarttime is used by httpsampleresult to clone the parent sampler and allow the original start time to be kept
JMe,negative,how many times we had to wait to queue a sample
JMe,negative,can now afford to wait a bit longer between checks
JMe,negative,created by client
JMe,negative,created by server in readresolve method
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,show what we did manage to retrieve
JMe,negative,client
JMe,negative,client log file
JMe,negative,server log file
JMe,negative,checking for and creating initial timestamp to check against
JMe,negative,synchronized samplestore
JMe,negative,for completeness
JMe,negative,how long we had to wait nanoseconds
JMe,negative,for reading from csv files ignored currently
JMe,negative,returns null if nothing on queue currently
JMe,negative,wait longer than a clock pulse generally ms catch an early clock pulse to reduce slop
JMe,negative,ok because samplestore is of type arraylist sampleevent
JMe,negative,created by samplesenderfactory
JMe,negative,we failed to add the element first time
JMe,negative,server
JMe,negative,try to process as many as possible
JMe,negative,compute bytes before stripping
JMe,negative,configuration items set up by readresolve
JMe,negative,static fields are resolved on the server
JMe,negative,instance fields are copied from the client instance
JMe,negative,set clonedset
JMe,negative,server only work item
JMe,negative,non nls
JMe,negative,non nls non nls non nls
JMe,negative,extended property name non nls
JMe,negative,clonedset new hashset
JMe,negative,need to maintain our own elapsed timer to ensure more accurate aggregation
JMe,negative,may be called by xstream
JMe,negative,copy data that is shared between samples i e the key items
JMe,negative,assume result is ok because we add the sample count in later
JMe,negative,add sample counter
JMe,negative,programming not error
JMe,negative,add error counter
JMe,negative,overrides sampleresult
JMe,negative,for reading csv files
JMe,negative,superclass is not typed
JMe,negative,names of dataholder entries for jtl processing non nls non nls
JMe,negative,names of dataholder entries for jmx processing non nls
JMe,negative,override wrapmapper in order to insert the wrapper in the chain
JMe,negative,provide our own aliasing using strings rather than classes
JMe,negative,translate to alias and then delegate to wrapped class
JMe,negative,superclass does not use types
JMe,negative,was type but that caused findbugs warning
JMe,negative,the xml header with placeholder for encoding since that is controlled by property non nls
JMe,negative,default file name non nls
JMe,negative,property name used to define file name non nls
JMe,negative,default to overall format and then to version
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,define file format property names non nls non nls non nls
JMe,negative,exclude the cookie header since cookie is reported separately in the sample
JMe,negative,instantiate the sampler
JMe,negative,holds the reverse mappings key full class name entry primary alias
JMe,negative,this is written to jmx files by scriptwrapperconverter read from properties file written to jmx files
JMe,negative,helper method to simplify alias creation from properties
JMe,negative,can have multiple aliases for same target classname
JMe,negative,load the alias properties
JMe,negative,now create the aliases
JMe,negative,remove the leading
JMe,negative,for converters to use
JMe,negative,called by save function
JMe,negative,get the outputwriter to use
JMe,negative,use deprecated method to avoid duplicating code
JMe,negative,use deprecated method to avoid duplicating code
JMe,negative,used by test code
JMe,negative,ensure terminated properly
JMe,negative,used by test code
JMe,negative,get the inputreader to use
JMe,negative,used by resultcollector sampleoccurred sampleevent event
JMe,negative,used by resultcollector recordstats
JMe,negative,routines for testsaveservice
JMe,negative,allow test code to check for spurious class references
JMe,negative,boolean ok true
JMe,negative,do not bother checking class is present if it is to be updated
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,extract version digits from string of the form revision n mm where is actually above
JMe,negative,we add the entry
JMe,negative,check if we have a encoding to use from properties
JMe,negative,check if we have a encoding to use from properties
JMe,negative,check if we have a encoding to use from properties
JMe,negative,we use the default character set encoding of the jre
JMe,negative,we use the default character set encoding of the jre
JMe,negative,used by resultcollector when creating output files
JMe,negative,write xml header if we have the charset to use for encoding
JMe,negative,we should make this configurable eventually
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,we clean up the resultcollector to make sure there is no slow leaks
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,used by scriptwrapperconverter
JMe,negative,shared with testelementsaver non nls non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,probably no point in converting this to return a sampleevent
JMe,negative,non nls
JMe,negative,just like the aggregate listener we use the sample label to represent a row in this case we use it as a key
JMe,negative,check that optional args work woth long options
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,separate argument
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,used to be  d bale  but caused trouble on gump reasons unknown
JMe,negative,non nls
JMe,negative,check that calls to getresstring use a valid property key name
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,this would be done by the run command
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,called by saveservice loadtree inputstream reader if xstream loading fails
JMe,negative,non nls non nls non nls
JMe,negative,non nls non nls non nls
JMe,negative,result setresponsedata not set
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,controller before switch cond zero controller sub one two controller sub three after
JMe,negative,non nls non nls
JMe,negative,non nls non nls non nls
JMe,negative,non nls non nls non nls
JMe,negative,ok non nls
JMe,negative,do upgrade translation
JMe,negative,must always agree
JMe,negative,delete any properties whose name converts to the empty string
JMe,negative,create the property
JMe,negative,ok
JMe,negative,non nls non nls non nls non nls non nls
JMe,negative, k the previous k made no sense there is tons of buffers elsewhere in the chain and it caused oom when many concurrent uploads were being done could be fixed by increasing the evacuation ratio in bin jmeter bat but this is better
JMe,negative,called by resultcollector loadexistingfile if xstream loading fails
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,additional csv result file constants and field name constants
JMe,negative,used to enclose variable name labels to distinguish from any of the above labels non nls
JMe,negative,initial config from properties
JMe,negative,date formats to try if the time format does not parse as milliseconds
JMe,negative,non nls for compatibility this is the original default
JMe,negative,enough to read the header column names get the first line and see if it is the header
JMe,negative,not a valid header
JMe,negative,may change the format later restart from beginning
JMe,negative,may be updated
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,match by name
JMe,negative,match by name
JMe,negative,save the name for error reporting
JMe,negative,method is only ever called from one thread at a time so it is ok to use a static dateformat
JMe,negative,can this happen ?
JMe,negative,strip off the trailing delimiter
JMe,negative,map header names to set methods
JMe,negative,these entries must be in the same order as columns are saved restored
JMe,negative,try default delimiter
JMe,negative,now validate the result
JMe,negative,failed to recognise the header
JMe,negative,we know the column names all exist so create the config
JMe,negative,check if the line is a header
JMe,negative,check for quoted variable names
JMe,negative,they are always last
JMe,negative,unknown column name
JMe,negative,non javadoc see org apache jmeter visualizers request requestview cleardata
JMe,negative,non nls non nls
JMe,negative,out of order
JMe,negative,these methods handle parameters that could contain delimiters or quotes
JMe,negative,these methods handle parameters that cannot contain delimiters or quotes
JMe,negative,need both sample and error count to be any use
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls non nls
JMe,negative,key value
JMe,negative,add a message when no http sample non nls non nls
JMe,negative,non nls
JMe,negative,noop
JMe,negative,private versions of what might eventually be part of commons csv or commons lang io
JMe,negative,double the quote char
JMe,negative,doubled quote quote
JMe,negative,state of the parser
JMe,negative,remove following n if present
JMe,negative,while not eof eof or end of string so collect any remaining data
JMe,negative,this is not currently used by jmeter code as it uses sun specific code the only such in jmeter it has been commented out for now
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,we use the encoding which should be used according to the http spec which is utf
JMe,negative,remove the javaconfig class from the list since it only implements the interface for error conditions
JMe,negative,if a user has set parameters in one test and then selects a different test which supports the same parameters those parameters should have the same values that they did in the original test
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,non nls
JMe,negative,onlyonce samples
JMe,negative,non nls
JMe,negative,onlyonce samples
